ID_Edificacion,Nombre_Patrimonio,Ciudad,Departamento,Edad_Estructura_Anios,Material_Principal,Precipitacion_Anual_mm,Humedad_Prom_Anual_pct,PM10_Promedio_ugm3,Distancia_Via_Principal_m,Nivel_Deterioro_Actual
BIC-0623,Edificacion_Patrimonial_623,Villa de Leyva,Boyacá,155,Piedra_Ladrillo,878.8,60.2,18.8,18.9,Medio
BIC-0624,Edificacion_Patrimonial_624,Cali,Valle del Cauca,50,Ladrillo,1538.2,72.7,49.5,42.7,Bajo
BIC-0625,Edificacion_Patrimonial_625,Barichara,Santander,116,Piedra_Ladrillo,1288.8,64.8,1.6,29.2,Bajo
BIC-0626,Edificacion_Patrimonial_626,Cartagena,Bolívar,50,Mamposteria,1152.9,84.1,39.3,64.9,Bajo
BIC-0627,Edificacion_Patrimonial_627,Cali,Valle del Cauca,50,Adobe_Tapia,1340.3,70.1,55.4,23.5,Medio
BIC-0628,Edificacion_Patrimonial_628,Mompox,Bolívar,144,Mamposteria,1114.9,90.2,14.4,25.0,Medio
BIC-0629,Edificacion_Patrimonial_629,Cartagena,Bolívar,246,Piedra_Concreto,1003.7,79.9,46.5,61.5,Medio
BIC-0630,Edificacion_Patrimonial_630,Barichara,Santander,182,Ladrillo,1081.3,63.7,34.6,3.3,Medio
BIC-0631,Edificacion_Patrimonial_631,Santa Marta,Magdalena,50,Adobe_Tapia,914.2,82.3,20.2,354.6,Bajo
BIC-0632,Edificacion_Patrimonial_632,Barichara,Santander,287,Piedra_Coralina,1149.9,61.3,7.9,12.4,Medio
BIC-0633,Edificacion_Patrimonial_633,Santa Marta,Magdalena,198,Piedra_Ladrillo,995.7,77.1,32.2,43.8,Bajo
BIC-0634,Edificacion_Patrimonial_634,Mompox,Bolívar,50,Piedra_Coralina,1314.4,86.0,19.3,94.6,Bajo
BIC-0635,Edificacion_Patrimonial_635,Medellín,Antioquia,50,Mamposteria,1579.1,66.6,52.2,53.3,Bajo
BIC-0636,Edificacion_Patrimonial_636,Medellín,Antioquia,242,Piedra_Coralina,1778.7,67.2,53.2,20.1,Medio
BIC-0637,Edificacion_Patrimonial_637,Bogotá,Cundinamarca,175,Piedra_Concreto,806.7,74.5,49.7,18.4,Medio
BIC-0638,Edificacion_Patrimonial_638,Santa Marta,Magdalena,162,Piedra_Concreto,1081.8,80.1,14.2,131.5,Bajo
BIC-0639,Edificacion_Patrimonial_639,Bogotá,Cundinamarca,168,Piedra_Concreto,909.3,68.7,72.0,139.6,Medio
BIC-0640,Edificacion_Patrimonial_640,Villa de Leyva,Boyacá,309,Mamposteria,935.1,73.1,13.0,174.0,Bajo
BIC-0641,Edificacion_Patrimonial_641,Barichara,Santander,168,Piedra_Coralina,1075.1,68.0,16.4,56.4,Bajo
BIC-0642,Edificacion_Patrimonial_642,Cali,Valle del Cauca,208,Piedra_Ladrillo,1458.7,76.3,40.3,66.2,Bajo
BIC-0643,Edificacion_Patrimonial_643,Villa de Leyva,Boyacá,50,Ladrillo,914.4,55.9,25.6,4.0,Bajo
BIC-0644,Edificacion_Patrimonial_644,Santa Marta,Magdalena,270,Adobe_Tapia,910.8,86.5,18.2,163.7,Medio
BIC-0645,Edificacion_Patrimonial_645,Mompox,Bolívar,139,Adobe_Tapia,1258.0,80.5,23.6,463.9,Medio
BIC-0646,Edificacion_Patrimonial_646,Villa de Leyva,Boyacá,155,Ladrillo,866.4,71.4,28.9,12.8,Medio
BIC-0647,Edificacion_Patrimonial_647,Villa de Leyva,Boyacá,50,Piedra_Concreto,957.2,67.3,-0.7,54.0,Bajo
BIC-0648,Edificacion_Patrimonial_648,Medellín,Antioquia,123,Piedra_Concreto,1616.2,75.5,55.2,228.2,Bajo
BIC-0649,Edificacion_Patrimonial_649,Cartagena,Bolívar,134,Adobe_Tapia,974.4,87.2,51.6,17.8,Medio
BIC-0650,Edificacion_Patrimonial_650,Medellín,Antioquia,120,Piedra_Ladrillo,1599.3,65.0,58.9,4.0,Medio
BIC-0651,Edificacion_Patrimonial_651,Cartagena,Bolívar,50,Piedra_Ladrillo,1181.8,82.4,30.9,2.0,Medio
BIC-0652,Edificacion_Patrimonial_652,Barichara,Santander,95,Piedra_Ladrillo,1200.5,62.5,10.0,50.7,Bajo
BIC-0653,Edificacion_Patrimonial_653,Mompox,Bolívar,153,Piedra_Coralina,1244.3,88.8,4.8,31.7,Bajo
BIC-0654,Edificacion_Patrimonial_654,Barichara,Santander,130,Piedra_Concreto,1178.0,58.8,15.7,55.5,Bajo
BIC-0655,Edificacion_Patrimonial_655,Cali,Valle del Cauca,184,Adobe_Tapia,1527.0,69.5,37.9,170.0,Bajo
BIC-0656,Edificacion_Patrimonial_656,Popayán,Cauca,50,Piedra_Coralina,2039.0,81.4,17.2,5.3,Medio
BIC-0657,Edificacion_Patrimonial_657,Cartagena,Bolívar,50,Ladrillo,1012.5,76.8,18.7,75.5,Bajo
BIC-0658,Edificacion_Patrimonial_658,Popayán,Cauca,170,Adobe_Tapia,1981.4,81.0,32.1,16.7,Medio
BIC-0659,Edificacion_Patrimonial_659,Barichara,Santander,113,Piedra_Ladrillo,1030.5,56.2,-2.5,113.8,Bajo
BIC-0660,Edificacion_Patrimonial_660,Medellín,Antioquia,275,Mamposteria,1564.0,70.6,48.6,30.1,Medio
BIC-0661,Edificacion_Patrimonial_661,Popayán,Cauca,69,Adobe_Tapia,2024.8,70.7,20.0,111.6,Bajo
BIC-0662,Edificacion_Patrimonial_662,Mompox,Bolívar,191,Adobe_Tapia,1297.3,82.1,26.8,17.0,Medio
BIC-0663,Edificacion_Patrimonial_663,Tunja,Boyacá,87,Ladrillo,783.1,59.0,28.9,8.5,Bajo
BIC-0664,Edificacion_Patrimonial_664,Popayán,Cauca,198,Piedra_Ladrillo,2211.5,83.3,27.2,34.2,Bajo
BIC-0665,Edificacion_Patrimonial_665,Cartagena,Bolívar,332,Ladrillo,988.2,74.3,16.2,40.1,Medio
BIC-0666,Edificacion_Patrimonial_666,Mompox,Bolívar,241,Mamposteria,1221.0,88.6,20.4,81.2,Bajo
BIC-0667,Edificacion_Patrimonial_667,Tunja,Boyacá,73,Adobe_Tapia,582.3,61.1,28.3,200.7,Bajo
BIC-0668,Edificacion_Patrimonial_668,Mompox,Bolívar,113,Piedra_Concreto,1289.5,88.5,31.9,92.4,Bajo
BIC-0669,Edificacion_Patrimonial_669,Cartagena,Bolívar,208,Piedra_Concreto,1228.2,73.7,29.8,146.4,Bajo
BIC-0670,Edificacion_Patrimonial_670,Bogotá,Cundinamarca,208,Mamposteria,736.3,78.1,41.8,137.5,Bajo
BIC-0671,Edificacion_Patrimonial_671,Bogotá,Cundinamarca,172,Mamposteria,741.2,70.8,67.5,65.1,Medio
BIC-0672,Edificacion_Patrimonial_672,Cartagena,Bolívar,133,Ladrillo,1103.3,80.4,34.8,8.5,Medio
BIC-0673,Edificacion_Patrimonial_673,Mompox,Bolívar,64,Piedra_Ladrillo,1391.1,77.6,16.9,35.1,Bajo
BIC-0674,Edificacion_Patrimonial_674,Medellín,Antioquia,167,Ladrillo,1657.7,76.1,79.5,69.4,Medio
BIC-0675,Edificacion_Patrimonial_675,Santa Marta,Magdalena,50,Ladrillo,1085.9,79.1,37.7,15.5,Medio
BIC-0676,Edificacion_Patrimonial_676,Popayán,Cauca,70,Piedra_Ladrillo,2203.7,87.5,27.4,230.5,Bajo
BIC-0677,Edificacion_Patrimonial_677,Villa de Leyva,Boyacá,201,Adobe_Tapia,1005.8,66.8,19.5,35.1,Bajo
BIC-0678,Edificacion_Patrimonial_678,Villa de Leyva,Boyacá,202,Ladrillo,786.2,71.1,35.3,2.0,Medio
BIC-0679,Edificacion_Patrimonial_679,Cartagena,Bolívar,77,Adobe_Tapia,1167.3,85.3,54.4,42.0,Medio
BIC-0680,Edificacion_Patrimonial_680,Tunja,Boyacá,89,Piedra_Coralina,678.7,72.7,13.4,151.3,Bajo
BIC-0681,Edificacion_Patrimonial_681,Mompox,Bolívar,76,Piedra_Ladrillo,1335.5,89.9,16.3,316.1,Bajo
BIC-0682,Edificacion_Patrimonial_682,Cartagena,Bolívar,198,Piedra_Coralina,1326.6,82.5,26.6,47.8,Medio
BIC-0683,Edificacion_Patrimonial_683,Popayán,Cauca,50,Mamposteria,2250.3,76.3,22.9,37.8,Bajo
BIC-0684,Edificacion_Patrimonial_684,Santa Marta,Magdalena,147,Ladrillo,1007.5,85.3,30.9,541.9,Bajo
BIC-0685,Edificacion_Patrimonial_685,Villa de Leyva,Boyacá,252,Piedra_Concreto,933.8,59.0,7.2,51.5,Bajo
BIC-0686,Edificacion_Patrimonial_686,Medellín,Antioquia,246,Piedra_Concreto,1764.2,64.0,56.0,100.1,Medio
BIC-0687,Edificacion_Patrimonial_687,Medellín,Antioquia,167,Piedra_Coralina,1547.4,73.5,70.6,140.0,Medio
BIC-0688,Edificacion_Patrimonial_688,Tunja,Boyacá,149,Ladrillo,758.3,68.7,34.4,20.7,Medio
BIC-0689,Edificacion_Patrimonial_689,Medellín,Antioquia,316,Piedra_Coralina,1548.5,66.2,64.2,13.4,Alto
BIC-0690,Edificacion_Patrimonial_690,Barichara,Santander,354,Piedra_Coralina,1035.8,57.7,15.9,5.9,Medio
BIC-0691,Edificacion_Patrimonial_691,Medellín,Antioquia,165,Piedra_Concreto,1559.6,60.3,62.6,101.5,Bajo
BIC-0692,Edificacion_Patrimonial_692,Barichara,Santander,307,Piedra_Concreto,1098.1,57.8,4.2,95.1,Bajo
BIC-0693,Edificacion_Patrimonial_693,Mompox,Bolívar,277,Piedra_Coralina,1257.4,91.0,1.6,62.8,Medio
BIC-0694,Edificacion_Patrimonial_694,Cali,Valle del Cauca,197,Piedra_Coralina,1388.0,62.9,53.1,242.3,Bajo
BIC-0695,Edificacion_Patrimonial_695,Bogotá,Cundinamarca,67,Piedra_Concreto,963.0,70.2,71.3,141.2,Bajo
BIC-0696,Edificacion_Patrimonial_696,Bogotá,Cundinamarca,50,Mamposteria,722.2,76.1,45.2,348.4,Bajo
BIC-0697,Edificacion_Patrimonial_697,Santa Marta,Magdalena,102,Adobe_Tapia,963.4,80.4,8.7,17.7,Medio
BIC-0698,Edificacion_Patrimonial_698,Santa Marta,Magdalena,50,Mamposteria,911.4,75.4,27.6,214.8,Bajo
BIC-0699,Edificacion_Patrimonial_699,Popayán,Cauca,50,Piedra_Concreto,1964.5,74.5,44.5,104.5,Bajo
BIC-0700,Edificacion_Patrimonial_700,Tunja,Boyacá,163,Mamposteria,701.1,77.2,14.6,87.2,Bajo
BIC-0701,Edificacion_Patrimonial_701,Tunja,Boyacá,50,Mamposteria,547.6,63.6,10.4,17.8,Bajo
BIC-0702,Edificacion_Patrimonial_702,Cali,Valle del Cauca,82,Piedra_Coralina,1547.6,73.4,38.2,90.4,Bajo
BIC-0703,Edificacion_Patrimonial_703,Barichara,Santander,167,Piedra_Coralina,1202.7,67.5,9.4,77.7,Bajo
BIC-0704,Edificacion_Patrimonial_704,Tunja,Boyacá,159,Piedra_Coralina,570.8,64.0,28.0,35.1,Bajo
BIC-0705,Edificacion_Patrimonial_705,Cali,Valle del Cauca,144,Piedra_Coralina,1472.4,82.9,31.1,8.4,Medio
BIC-0706,Edificacion_Patrimonial_706,Mompox,Bolívar,246,Adobe_Tapia,1231.7,83.8,6.7,99.5,Medio
BIC-0707,Edificacion_Patrimonial_707,Villa de Leyva,Boyacá,189,Adobe_Tapia,957.0,66.0,17.0,13.3,Medio
BIC-0708,Edificacion_Patrimonial_708,Villa de Leyva,Boyacá,194,Ladrillo,818.6,64.5,13.1,72.6,Bajo
BIC-0709,Edificacion_Patrimonial_709,Barichara,Santander,204,Mamposteria,1112.6,60.9,35.5,165.9,Bajo
BIC-0710,Edificacion_Patrimonial_710,Tunja,Boyacá,102,Ladrillo,734.4,64.1,9.3,103.3,Bajo
BIC-0711,Edificacion_Patrimonial_711,Bogotá,Cundinamarca,105,Ladrillo,825.3,79.2,57.1,48.3,Bajo
BIC-0712,Edificacion_Patrimonial_712,Popayán,Cauca,126,Mamposteria,1955.1,79.6,37.1,43.6,Bajo
BIC-0713,Edificacion_Patrimonial_713,Villa de Leyva,Boyacá,170,Piedra_Concreto,1038.5,67.2,29.0,153.4,Bajo
BIC-0714,Edificacion_Patrimonial_714,Santa Marta,Magdalena,50,Mamposteria,1154.7,80.3,35.8,92.9,Bajo
BIC-0715,Edificacion_Patrimonial_715,Villa de Leyva,Boyacá,195,Mamposteria,772.4,58.6,20.9,6.1,Medio
BIC-0716,Edificacion_Patrimonial_716,Barichara,Santander,262,Piedra_Ladrillo,1155.4,54.3,16.3,109.8,Bajo
BIC-0717,Edificacion_Patrimonial_717,Villa de Leyva,Boyacá,141,Piedra_Coralina,819.5,63.1,13.9,22.6,Medio
BIC-0718,Edificacion_Patrimonial_718,Villa de Leyva,Boyacá,106,Adobe_Tapia,886.4,66.4,-7.0,66.0,Bajo
BIC-0719,Edificacion_Patrimonial_719,Cartagena,Bolívar,237,Adobe_Tapia,1012.4,82.1,23.3,6.4,Medio
BIC-0720,Edificacion_Patrimonial_720,Santa Marta,Magdalena,160,Mamposteria,906.5,85.1,31.8,81.6,Bajo
BIC-0721,Edificacion_Patrimonial_721,Mompox,Bolívar,164,Mamposteria,1066.3,81.9,16.3,291.8,Bajo
BIC-0722,Edificacion_Patrimonial_722,Villa de Leyva,Boyacá,110,Adobe_Tapia,982.1,56.8,19.2,44.3,Bajo
BIC-0723,Edificacion_Patrimonial_723,Cartagena,Bolívar,228,Mamposteria,839.4,87.8,48.9,52.9,Medio
BIC-0724,Edificacion_Patrimonial_724,Popayán,Cauca,50,Adobe_Tapia,2067.7,78.6,30.1,130.4,Bajo
BIC-0725,Edificacion_Patrimonial_725,Bogotá,Cundinamarca,76,Piedra_Concreto,680.2,73.4,52.9,19.7,Medio
BIC-0726,Edificacion_Patrimonial_726,Cali,Valle del Cauca,199,Piedra_Ladrillo,1584.0,66.0,71.5,255.7,Medio
BIC-0727,Edificacion_Patrimonial_727,Cartagena,Bolívar,135,Mamposteria,1014.3,87.9,28.7,489.5,Bajo
BIC-0728,Edificacion_Patrimonial_728,Medellín,Antioquia,190,Adobe_Tapia,1615.2,65.5,66.0,51.0,Medio
BIC-0729,Edificacion_Patrimonial_729,Bogotá,Cundinamarca,175,Ladrillo,833.9,77.5,49.7,40.7,Bajo
BIC-0730,Edificacion_Patrimonial_730,Cali,Valle del Cauca,105,Ladrillo,1639.9,79.0,47.8,163.0,Bajo
BIC-0731,Edificacion_Patrimonial_731,Villa de Leyva,Boyacá,86,Mamposteria,942.4,71.4,-4.2,51.5,Bajo
BIC-0732,Edificacion_Patrimonial_732,Santa Marta,Magdalena,162,Adobe_Tapia,980.6,82.0,21.7,50.4,Medio
BIC-0733,Edificacion_Patrimonial_733,Villa de Leyva,Boyacá,103,Piedra_Coralina,782.6,64.0,38.7,54.2,Bajo
BIC-0734,Edificacion_Patrimonial_734,Tunja,Boyacá,241,Piedra_Ladrillo,476.7,59.1,22.6,63.8,Bajo
BIC-0735,Edificacion_Patrimonial_735,Villa de Leyva,Boyacá,317,Ladrillo,1059.4,68.4,9.9,2.6,Medio
BIC-0736,Edificacion_Patrimonial_736,Cali,Valle del Cauca,246,Piedra_Ladrillo,1417.6,64.9,49.3,118.7,Medio
BIC-0737,Edificacion_Patrimonial_737,Cartagena,Bolívar,260,Ladrillo,1081.3,85.4,49.7,67.0,Medio
BIC-0738,Edificacion_Patrimonial_738,Bogotá,Cundinamarca,118,Mamposteria,778.8,84.0,40.3,72.1,Bajo
BIC-0739,Edificacion_Patrimonial_739,Medellín,Antioquia,50,Adobe_Tapia,1646.8,71.2,61.2,19.2,Medio
BIC-0740,Edificacion_Patrimonial_740,Cartagena,Bolívar,78,Piedra_Ladrillo,1043.8,86.3,56.2,52.3,Bajo
BIC-0741,Edificacion_Patrimonial_741,Santa Marta,Magdalena,226,Ladrillo,985.2,81.1,40.7,221.3,Medio
BIC-0742,Edificacion_Patrimonial_742,Mompox,Bolívar,250,Mamposteria,1239.2,91.8,10.6,244.2,Bajo
BIC-0743,Edificacion_Patrimonial_743,Mompox,Bolívar,50,Mamposteria,1228.7,79.8,8.6,28.4,Bajo
BIC-0744,Edificacion_Patrimonial_744,Popayán,Cauca,191,Adobe_Tapia,1916.5,70.2,43.6,95.6,Bajo
BIC-0745,Edificacion_Patrimonial_745,Cali,Valle del Cauca,155,Mamposteria,1350.6,69.5,35.8,51.1,Bajo
BIC-0746,Edificacion_Patrimonial_746,Mompox,Bolívar,256,Adobe_Tapia,1318.3,83.5,25.0,83.1,Medio
BIC-0747,Edificacion_Patrimonial_747,Tunja,Boyacá,250,Piedra_Ladrillo,764.6,60.1,30.1,211.8,Bajo
BIC-0748,Edificacion_Patrimonial_748,Popayán,Cauca,127,Piedra_Concreto,2145.1,75.6,21.3,196.0,Bajo
BIC-0749,Edificacion_Patrimonial_749,Barichara,Santander,313,Piedra_Coralina,1100.1,65.9,7.1,142.7,Bajo
BIC-0750,Edificacion_Patrimonial_750,Cali,Valle del Cauca,85,Piedra_Coralina,1310.7,75.8,46.9,36.2,Medio
BIC-0751,Edificacion_Patrimonial_751,Tunja,Boyacá,205,Adobe_Tapia,723.5,60.1,17.2,111.4,Bajo
BIC-0752,Edificacion_Patrimonial_752,Santa Marta,Magdalena,192,Mamposteria,1142.2,80.1,15.4,37.4,Bajo
BIC-0753,Edificacion_Patrimonial_753,Santa Marta,Magdalena,301,Mamposteria,885.2,75.8,37.6,52.0,Medio
BIC-0754,Edificacion_Patrimonial_754,Tunja,Boyacá,83,Adobe_Tapia,586.2,65.5,20.8,46.2,Bajo
BIC-0755,Edificacion_Patrimonial_755,Cali,Valle del Cauca,183,Piedra_Concreto,1506.7,71.3,48.7,313.0,Bajo
BIC-0756,Edificacion_Patrimonial_756,Santa Marta,Magdalena,50,Ladrillo,864.3,79.9,22.7,11.5,Bajo
BIC-0757,Edificacion_Patrimonial_757,Bogotá,Cundinamarca,85,Ladrillo,728.6,76.3,57.1,36.0,Bajo
BIC-0758,Edificacion_Patrimonial_758,Tunja,Boyacá,104,Piedra_Ladrillo,692.3,66.7,21.4,114.7,Bajo
BIC-0759,Edificacion_Patrimonial_759,Villa de Leyva,Boyacá,150,Adobe_Tapia,691.4,65.8,40.1,12.8,Medio
BIC-0760,Edificacion_Patrimonial_760,Tunja,Boyacá,229,Piedra_Ladrillo,588.5,64.4,23.4,108.6,Bajo
BIC-0761,Edificacion_Patrimonial_761,Santa Marta,Magdalena,208,Ladrillo,1039.0,79.3,33.4,195.6,Bajo
BIC-0762,Edificacion_Patrimonial_762,Villa de Leyva,Boyacá,182,Piedra_Ladrillo,827.8,69.2,29.5,29.1,Medio
BIC-0763,Edificacion_Patrimonial_763,Bogotá,Cundinamarca,144,Piedra_Ladrillo,847.3,75.4,53.5,64.5,Bajo
BIC-0764,Edificacion_Patrimonial_764,Medellín,Antioquia,121,Adobe_Tapia,1755.0,69.7,56.7,79.6,Bajo
BIC-0765,Edificacion_Patrimonial_765,Barichara,Santander,198,Ladrillo,1014.9,74.4,17.6,61.8,Bajo
BIC-0766,Edificacion_Patrimonial_766,Mompox,Bolívar,180,Piedra_Concreto,1237.8,81.0,18.1,182.5,Bajo
BIC-0767,Edificacion_Patrimonial_767,Bogotá,Cundinamarca,247,Adobe_Tapia,945.7,79.4,51.8,129.2,Medio
BIC-0768,Edificacion_Patrimonial_768,Tunja,Boyacá,132,Piedra_Ladrillo,557.2,65.4,21.9,99.8,Bajo
BIC-0769,Edificacion_Patrimonial_769,Santa Marta,Magdalena,76,Adobe_Tapia,896.3,79.3,33.1,149.4,Bajo
BIC-0770,Edificacion_Patrimonial_770,Mompox,Bolívar,68,Mamposteria,1169.7,84.1,12.4,372.1,Bajo
BIC-0771,Edificacion_Patrimonial_771,Mompox,Bolívar,50,Ladrillo,1068.4,85.4,-6.3,58.1,Bajo
BIC-0772,Edificacion_Patrimonial_772,Santa Marta,Magdalena,151,Piedra_Concreto,1084.8,74.3,30.2,405.9,Bajo
BIC-0773,Edificacion_Patrimonial_773,Cali,Valle del Cauca,135,Piedra_Concreto,1469.4,78.0,62.0,53.6,Medio
BIC-0774,Edificacion_Patrimonial_774,Bogotá,Cundinamarca,261,Piedra_Concreto,801.8,77.6,50.2,104.6,Medio
BIC-0775,Edificacion_Patrimonial_775,Bogotá,Cundinamarca,54,Piedra_Ladrillo,608.4,79.3,46.7,71.9,Bajo
BIC-0776,Edificacion_Patrimonial_776,Bogotá,Cundinamarca,221,Adobe_Tapia,672.8,75.0,55.2,253.4,Medio
BIC-0777,Edificacion_Patrimonial_777,Barichara,Santander,113,Piedra_Concreto,1084.1,60.1,1.5,24.8,Bajo
BIC-0778,Edificacion_Patrimonial_778,Medellín,Antioquia,188,Ladrillo,1718.0,68.7,57.1,264.2,Medio
BIC-0779,Edificacion_Patrimonial_779,Mompox,Bolívar,70,Ladrillo,1181.8,73.1,16.8,47.0,Bajo
BIC-0780,Edificacion_Patrimonial_780,Barichara,Santander,266,Adobe_Tapia,1180.7,61.5,10.5,162.2,Bajo
BIC-0781,Edificacion_Patrimonial_781,Medellín,Antioquia,94,Piedra_Ladrillo,1453.1,68.5,80.4,197.6,Medio
BIC-0782,Edificacion_Patrimonial_782,Barichara,Santander,133,Adobe_Tapia,1250.4,61.9,18.0,433.5,Bajo
BIC-0783,Edificacion_Patrimonial_783,Medellín,Antioquia,84,Piedra_Concreto,1732.3,69.1,60.2,194.9,Bajo
BIC-0784,Edificacion_Patrimonial_784,Medellín,Antioquia,173,Adobe_Tapia,1593.7,60.9,54.8,170.9,Bajo
BIC-0785,Edificacion_Patrimonial_785,Barichara,Santander,230,Adobe_Tapia,1050.2,58.1,7.4,7.1,Medio
BIC-0786,Edificacion_Patrimonial_786,Villa de Leyva,Boyacá,168,Piedra_Ladrillo,767.4,61.7,1.4,47.3,Bajo
BIC-0787,Edificacion_Patrimonial_787,Popayán,Cauca,50,Ladrillo,2091.4,77.2,21.7,35.4,Bajo
BIC-0788,Edificacion_Patrimonial_788,Santa Marta,Magdalena,76,Piedra_Ladrillo,930.8,78.1,32.9,100.8,Bajo
BIC-0789,Edificacion_Patrimonial_789,Medellín,Antioquia,164,Piedra_Ladrillo,1780.3,70.9,55.9,18.5,Medio
BIC-0790,Edificacion_Patrimonial_790,Popayán,Cauca,275,Piedra_Concreto,2106.9,74.8,16.1,34.1,Bajo
BIC-0791,Edificacion_Patrimonial_791,Bogotá,Cundinamarca,50,Mamposteria,680.0,68.9,56.6,117.5,Bajo
BIC-0792,Edificacion_Patrimonial_792,Cartagena,Bolívar,109,Ladrillo,960.2,89.2,35.2,134.5,Bajo
BIC-0793,Edificacion_Patrimonial_793,Cartagena,Bolívar,70,Piedra_Coralina,1092.0,77.7,36.0,47.4,Bajo
BIC-0794,Edificacion_Patrimonial_794,Cali,Valle del Cauca,109,Mamposteria,1470.5,72.3,49.1,4.4,Medio
BIC-0795,Edificacion_Patrimonial_795,Mompox,Bolívar,118,Mamposteria,1081.6,82.0,17.7,397.7,Bajo
BIC-0796,Edificacion_Patrimonial_796,Mompox,Bolívar,255,Adobe_Tapia,1143.4,90.0,0.2,21.3,Medio
BIC-0797,Edificacion_Patrimonial_797,Barichara,Santander,244,Piedra_Concreto,1148.1,61.0,9.7,37.6,Bajo
BIC-0798,Edificacion_Patrimonial_798,Cartagena,Bolívar,50,Ladrillo,1182.0,83.5,24.2,168.4,Bajo
BIC-0799,Edificacion_Patrimonial_799,Santa Marta,Magdalena,72,Mamposteria,949.0,76.9,22.9,35.7,Bajo
BIC-0800,Edificacion_Patrimonial_800,Medellín,Antioquia,244,Piedra_Concreto,1817.4,63.1,74.0,173.7,Medio
BIC-0801,Edificacion_Patrimonial_801,Barichara,Santander,138,Mamposteria,956.7,59.4,19.9,11.6,Medio
BIC-0802,Edificacion_Patrimonial_802,Cartagena,Bolívar,123,Piedra_Ladrillo,1130.1,76.5,46.5,5.7,Medio
BIC-0803,Edificacion_Patrimonial_803,Mompox,Bolívar,50,Mamposteria,1259.1,80.4,13.0,15.9,Bajo
BIC-0804,Edificacion_Patrimonial_804,Santa Marta,Magdalena,107,Mamposteria,953.6,74.7,29.5,36.8,Bajo
BIC-0805,Edificacion_Patrimonial_805,Medellín,Antioquia,175,Piedra_Concreto,1815.4,68.7,70.0,76.5,Medio
BIC-0806,Edificacion_Patrimonial_806,Bogotá,Cundinamarca,112,Piedra_Coralina,797.1,73.8,61.0,46.5,Bajo
BIC-0807,Edificacion_Patrimonial_807,Cali,Valle del Cauca,90,Ladrillo,1599.2,77.8,47.4,5.1,Medio
BIC-0808,Edificacion_Patrimonial_808,Barichara,Santander,130,Piedra_Coralina,933.0,65.7,6.7,251.6,Bajo
BIC-0809,Edificacion_Patrimonial_809,Cali,Valle del Cauca,50,Piedra_Ladrillo,1391.0,72.7,50.4,67.1,Bajo
BIC-0810,Edificacion_Patrimonial_810,Mompox,Bolívar,205,Ladrillo,1174.7,91.6,19.0,167.0,Bajo
BIC-0811,Edificacion_Patrimonial_811,Mompox,Bolívar,86,Ladrillo,1009.2,82.0,25.0,158.0,Bajo
BIC-0812,Edificacion_Patrimonial_812,Medellín,Antioquia,162,Mamposteria,1707.1,71.9,66.2,186.5,Medio
BIC-0813,Edificacion_Patrimonial_813,Cartagena,Bolívar,105,Piedra_Ladrillo,1037.0,90.3,25.6,59.8,Bajo
BIC-0814,Edificacion_Patrimonial_814,Popayán,Cauca,90,Piedra_Concreto,2229.2,72.3,29.9,138.4,Bajo
BIC-0815,Edificacion_Patrimonial_815,Villa de Leyva,Boyacá,50,Piedra_Concreto,921.9,70.0,9.6,65.9,Bajo
BIC-0816,Edificacion_Patrimonial_816,Popayán,Cauca,79,Piedra_Ladrillo,1841.2,78.3,34.5,122.9,Bajo
BIC-0817,Edificacion_Patrimonial_817,Tunja,Boyacá,122,Piedra_Ladrillo,488.8,63.7,16.6,2.0,Medio
BIC-0818,Edificacion_Patrimonial_818,Cartagena,Bolívar,210,Adobe_Tapia,931.3,82.9,47.1,16.6,Alto
BIC-0819,Edificacion_Patrimonial_819,Medellín,Antioquia,203,Piedra_Ladrillo,1802.8,72.4,67.6,370.5,Medio
BIC-0820,Edificacion_Patrimonial_820,Santa Marta,Magdalena,50,Adobe_Tapia,1066.4,77.1,32.0,227.7,Bajo
BIC-0821,Edificacion_Patrimonial_821,Villa de Leyva,Boyacá,122,Piedra_Coralina,822.7,66.9,30.3,50.0,Bajo
BIC-0822,Edificacion_Patrimonial_822,Cartagena,Bolívar,243,Piedra_Ladrillo,1041.3,86.3,31.3,9.2,Medio
BIC-0823,Edificacion_Patrimonial_823,Cali,Valle del Cauca,193,Piedra_Concreto,1522.8,71.6,32.2,18.1,Medio
BIC-0824,Edificacion_Patrimonial_824,Medellín,Antioquia,175,Adobe_Tapia,1833.8,62.2,65.2,23.8,Medio
BIC-0825,Edificacion_Patrimonial_825,Bogotá,Cundinamarca,142,Piedra_Concreto,816.0,80.6,56.9,109.9,Bajo
BIC-0826,Edificacion_Patrimonial_826,Cartagena,Bolívar,197,Piedra_Ladrillo,1041.6,83.7,36.7,75.0,Bajo
BIC-0827,Edificacion_Patrimonial_827,Mompox,Bolívar,101,Piedra_Coralina,1236.3,85.6,-3.9,83.1,Bajo
BIC-0828,Edificacion_Patrimonial_828,Medellín,Antioquia,57,Piedra_Ladrillo,1684.7,75.3,45.0,350.1,Bajo
BIC-0829,Edificacion_Patrimonial_829,Medellín,Antioquia,178,Adobe_Tapia,1669.2,70.5,74.5,21.3,Medio
BIC-0830,Edificacion_Patrimonial_830,Medellín,Antioquia,239,Mamposteria,1800.8,66.8,85.0,75.2,Medio
